cik,name,entityType,sic,sicDescription,ownerOrg,insiderTransactionForOwnerExists,insiderTransactionForIssuerExists,tickers,exchanges,ein,description,website,investorWebsite,category,fiscalYearEnd,stateOfIncorporation,stateOfIncorporationDescription,phone,flags,mailing_street1,mailing_street2,mailing_city,mailing_stateOrCountry,mailing_zipCode,mailing_stateOrCountryDescription,business_street1,business_street2,business_city,business_stateOrCountry,business_zipCode,business_stateOrCountryDescription
0001720592,Repay Holdings Corp,operating,7389,"Services-Business Services, NEC",07 Trade & Services,0,1,RPAY,Nasdaq,000000000,,,,Large accelerated filer,1231,DE,DE,(404) 504-7472,,3060 PEACHTREE ROAD NW,SUITE 1100,ATLANTA,GA,30305,GA,3060 PEACHTREE ROAD NW,SUITE 1100,ATLANTA,GA,30305,GA
0001703057,AbCellera Biologics Inc.,operating,2834,Pharmaceutical Preparations,03 Life Sciences,0,1,ABCL,Nasdaq,000000000,,,,Large accelerated filer,1231,A1,"British Columbia, Canada",(604) 559-9005,,2215 YUKON STREET,,VANCOUVER,A1,V5Y 0A1,"British Columbia, Canada",2215 YUKON STREET,,VANCOUVER,A1,V5Y 0A1,"British Columbia, Canada"
0001979330,"NB Bancorp, Inc.",operating,6036,"Savings Institutions, Not Federally Chartered",02 Finance,0,1,NBBK,Nasdaq,932560883,,,,<br>Emerging growth company,1231,,,781-444-2100,,1063 GREAT PLAIN AVENUE,,NEEDHAM,MA,02492,MA,1063 GREAT PLAIN AVENUE,,NEEDHAM,MA,02492,MA
0001340677,SILVERCORP METALS INC,other,1040,Gold and Silver Ores,01 Energy & Transportation,0,0,SVM,NYSE,000000000,,,,Large Accelerated,,A1,"British Columbia, Canada",6046699397,,SUITE 1750,1066 W. HASTINGS STREET,VANCOUVER,A1,V6E 3X1,"British Columbia, Canada",SUITE 1750,1066 W. HASTINGS STREET,VANCOUVER,A1,V6E 3X1,"British Columbia, Canada"
0000102212,UNIVEST FINANCIAL Corp,operating,6022,State Commercial Banks,02 Finance,0,1,UVSP,Nasdaq,231886144,,,,Accelerated filer,1231,PA,PA,2157212400,,14 NORTH MAIN STREET,PO BOX 197,SOUDERTON,PA,18964,PA,14 NORTH MAIN STREET,PO BOX 197,SOUDERTON,PA,18964,PA
0001345099,MESOBLAST LTD,other,2836,"Biological Products, (No Diagnostic Substances)",03 Life Sciences,0,0,"MESO,MEOBF","Nasdaq,OTC",000000000,,,,Accelerated filer,0630,C3,Australia,613 9639 6036,,LEVEL 38,55 COLLINS STREET,"MELBOURNE, VICTORIA",C3,3000,Australia,LEVEL 38,55 COLLINS STREET,"MELBOURNE, VICTORIA",C3,3000,Australia
0001315257,Koppers Holdings Inc.,operating,2400,Lumber & Wood Products (No Furniture),04 Manufacturing,0,1,KOP,NYSE,201878963,,,,Accelerated filer,1231,PA,PA,412-227-2001,,436 SEVENTH AVENUE,,PITTSBURGH,PA,15219,PA,436 SEVENTH AVENUE,,PITTSBURGH,PA,15219,PA
0001818382,"Humacyte, Inc.",operating,2836,"Biological Products, (No Diagnostic Substances)",03 Life Sciences,0,1,"HUMA,HUMAW","Nasdaq,Nasdaq",851763759,,,,<br>Emerging growth company,1231,DE,DE,919-313-9633,,2525 EAST NORTH CAROLINA HIGHWAY 54,,DURHAM,NC,27713,NC,2525 EAST NORTH CAROLINA HIGHWAY 54,,DURHAM,NC,27713,NC
0001789299,UTime Ltd,other,3600,Electronic & Other Electrical Equipment (No Computer Equip),04 Manufacturing,0,1,WTO,Nasdaq,000000000,,,,Non-accelerated filer<br>Emerging growth company,1231,E9,Cayman Islands,8675586512266,,7TH FLOOR BUILDING 5A,SHENZHEN SOFTWARE INDUSTRY BASE,"NANSHAN, SHENZHEN",F4,518061,China,7TH FLOOR BUILDING 5A,SHENZHEN SOFTWARE INDUSTRY BASE,"NANSHAN, SHENZHEN",F4,518061,China
0000354963,SHENANDOAH TELECOMMUNICATIONS CO/VA/,operating,4813,Telephone Communications (No Radiotelephone),06 Technology,0,1,SHEN,Nasdaq,541162807,,,,Large accelerated filer,1231,VA,VA,5409844141,,P O BOX 459,500 SHENTEL WAY,EDINBURG,VA,22824,VA,PO BOX 459,500 SHENTEL WAY,EDINBURG,VA,22824,VA
0001966494,"CARGO Therapeutics, Inc.",operating,2836,"Biological Products, (No Diagnostic Substances)",03 Life Sciences,0,1,CRGX,Nasdaq,844080422,,,,Non-accelerated filer<br>Smaller reporting company<br>Emerging growth company,1231,DE,DE,650-499-8950,,"835 INDUSTRIAL ROAD, SUITE 400",,SAN CARLOS,CA,94070,CA,"835 INDUSTRIAL ROAD, SUITE 400",,SAN CARLOS,CA,94070,CA
0001670076,"Frontier Group Holdings, Inc.",operating,4512,"Air Transportation, Scheduled",01 Energy & Transportation,0,1,ULCC,Nasdaq,463681866,,,,Accelerated filer,1231,DE,DE,(720) 374-4490,,4545 AIRPORT WAY,,DENVER,CO,80239,CO,4545 AIRPORT WAY,,DENVER,CO,80239,CO
0001066605,HEIDRICK & STRUGGLES INTERNATIONAL INC,operating,7361,Services-Employment Agencies,07 Trade & Services,0,1,HSII,Nasdaq,362681268,,,,Accelerated filer,1231,DE,DE,3124961200,,233 S WACKER DRIVE,SUITE 4900,CHICAGO,IL,60606,IL,233 S WACKER DRIVE,SUITE 4900,CHICAGO,IL,60606-6303,IL
0001452857,STEEL PARTNERS HOLDINGS L.P.,operating,3390,Miscellaneous Primary Metal Products,04 Manufacturing,1,1,"SPLP,SPLP-PA","NYSE,NYSE",000000000,,,,Accelerated filer<br>Smaller reporting company,1231,DE,DE,212-520-2300,,"590 MADISON AVENUE, 32ND FLOOR",,NEW YORK,NY,10022,NY,"590 MADISON AVENUE, 32ND FLOOR",,NEW YORK,NY,10022,NY
0000883412,"BLACKROCK MUNIYIELD QUALITY FUND III, INC.",other,,,,0,1,MYI,NYSE,223165131,,,,,1031,,,800-441-7762,,100 BELLEVUE PARKWAY,,WILMINGTON,DE,19809,DE,100 BELLEVUE PARKWAY,,WILMINGTON,DE,19809,DE
0000858655,HAYNES INTERNATIONAL INC,operating,3310,"Steel Works, Blast Furnaces & Rolling & Finishing Mills",04 Manufacturing,0,1,HAYN,Nasdaq,061185400,,,,Accelerated filer,0930,DE,DE,3174566005,,1020 WEST PARK AVE,,KOKOMO,IN,46904-9013,IN,1020 WEST PARK AVE,PO BOX 9013,KOKOMO,IN,46904,IN
0001777393,"ChargePoint Holdings, Inc.",operating,3790,Miscellaneous Transportation Equipment,04 Manufacturing,0,1,CHPT,NYSE,841747686,,,,Large accelerated filer,0131,,,(972) 514-9535,,240 EAST HACIENDA AVENUE,,CAMPBELL,CA,95008,CA,240 EAST HACIENDA AVENUE,,CAMPBELL,CA,95008,CA
0001746473,"PLIANT THERAPEUTICS, INC.",operating,2834,Pharmaceutical Preparations,03 Life Sciences,0,1,PLRX,Nasdaq,474272481,,,,Large accelerated filer,1231,DE,DE,650-481-6770,,331 OYSTER POINT BOULEVARD,,SOUTH SAN FRANCISCO,CA,94080,CA,331 OYSTER POINT BOULEVARD,,SOUTH SAN FRANCISCO,CA,94080,CA
0001506289,BlackRock Resources & Commodities Strategy Trust,other,,,,0,1,BCX,NYSE,000000000,,,,,1231,DE,DE,1-800-882-0052,,100 BELLEVUE PARKWAY,,WILMINGTON,DE,19809,DE,100 BELLEVUE PARKWAY,,WILMINGTON,DE,19809,DE
0001490906,"Capitol Federal Financial, Inc.",operating,6035,"Savings Institution, Federally Chartered",02 Finance,0,1,CFFN,Nasdaq,000000000,,,,Large accelerated filer,0930,MD,MD,785-235-1341,,700 S KANSAS AVENUE,,TOPEKA,KS,66603,KS,700 S KANSAS AVENUE,,TOPEKA,KS,66603,KS
0001794338,International General Insurance Holdings Ltd.,other,6399,"Insurance Carriers, NEC",02 Finance,0,0,IGIC,Nasdaq,000000000,,,,Accelerated filer<br>Emerging growth company,1231,D0,Bermuda,962 6 562 2009,,74 ABDEL HAMID SHARAF STREET,P.O. BOX 941428,AMMAN,M2,11194,Jordan,74 ABDEL HAMID SHARAF STREET,P.O. BOX 941428,AMMAN,M2,11194,Jordan
0001425292,"CVR PARTNERS, LP",operating,2870,Agricultural Chemicals,08 Industrial Applications and Services,0,1,UAN,NYSE,562677689,,,,Accelerated filer,1231,DE,DE,(281) 207-3200,,2277 PLAZA DRIVE,SUITE 500,SUGAR LAND,TX,77479,TX,2277 PLAZA DRIVE,SUITE 500,SUGAR LAND,TX,77479,TX
0001786108,Trinity Capital Inc.,operating,,,,0,1,"TRIN,TRINI,TRINL,TRINZ","Nasdaq,Nasdaq,Nasdaq,Nasdaq",000000000,,,,<br>Emerging growth company,1231,MD,MD,480.374.5350,,1 N. 1ST ST.,3RD FLOOR,PHOENIX,AZ,85004,AZ,1 N. 1ST ST.,3RD FLOOR,PHOENIX,AZ,85004,AZ
0001075415,DIVERSIFIED HEALTHCARE TRUST,operating,6798,Real Estate Investment Trusts,05 Real Estate & Construction,1,1,"DHC,DHCNI,DHCNL","Nasdaq,Nasdaq,Nasdaq",043445278,,,,Accelerated filer,1231,MD,MD,(617) 796-8350,,C/O THE RMR GROUP,"TWO NEWTON PL., 255 WASH. ST., STE. 300",NEWTON,MA,02458,MA,C/O THE RMR GROUP,"TWO NEWTON PL., 255 WASH. ST., STE. 300",NEWTON,MA,02458,MA
0001759783,EHang Holdings Ltd,other,3728,"Aircraft Parts & Auxiliary Equipment, NEC",04 Manufacturing,0,0,EH,Nasdaq,000000000,,,,Accelerated filer<br>Emerging growth company,1231,E9,Cayman Islands,8602029028899,,"BUILDING #C, YIXIANG TECHNOLOGY PARK","NO.72, NANXIANG 2ND ROAD",GUANGZHOU,F4,510700,China,"BUILDING #C, YIXIANG TECHNOLOGY PARK","NO.72, NANXIANG 2ND ROAD",GUANGZHOU,F4,510700,China
0001823794,ARKO Corp.,operating,5412,Retail-Convenience Stores,07 Trade & Services,0,1,"ARKO,ARKOW","Nasdaq,Nasdaq",852784337,,,,Large accelerated filer,1231,DE,DE,804-730-1568,,8565 MAGELLAN PKWY,SUITE 400,RICHMOND,VA,23227,VA,8565 MAGELLAN PKWY,SUITE 400,RICHMOND,VA,23227,VA
0001385849,ENERGY FUELS INC,operating,1400,Mining & Quarrying of  Nonmetallic Minerals (No Fuels),01 Energy & Transportation,0,1,UUUU,NYSE,000000000,,,,Large accelerated filer,1231,A6,"Ontario, Canada",303-974-2140,,"225 UNION BLVD., SUITE 600",,LAKEWOOD,CO,80228,CO,"225 UNION BLVD., SUITE 600",,LAKEWOOD,CO,80228,CO
0001046025,HERITAGE FINANCIAL CORP /WA/,operating,6036,"Savings Institutions, Not Federally Chartered",02 Finance,0,1,HFWA,Nasdaq,911857900,,,,Accelerated filer,1231,WA,WA,3609431500,,205 5TH AVE SW,P O BOX 1578,OLYMPIA,WA,98501,WA,201 FIFTH AVENUE S.W.,P O BOX 1578,OLYMPIA,WA,98501,WA
0001814287,"Abacus Life, Inc.",operating,6282,Investment Advice,02 Finance,0,1,"ABL,ABLLL,ABLLW","Nasdaq,Nasdaq,Nasdaq",851210472,,,,Non-accelerated filer<br>Smaller reporting company<br>Emerging growth company,1231,DE,DE,(800) 561-4148,,"2101 PARK CENTER DRIVE, SUITE 200",,ORLANDO,FL,32835,FL,"2101 PARK CENTER DRIVE, SUITE 200",,ORLANDO,FL,32835,FL
0001326200,GENCO SHIPPING & TRADING LTD,operating,4412,Deep Sea Foreign Transportation of  Freight,01 Energy & Transportation,1,1,GNK,NYSE,000000000,,,,Large accelerated filer,1231,1T,Marshall Islands,(646) 443-8550,,299 PARK AVENUE,12TH FLOOR,NEW YORK,NY,10171,NY,299 PARK AVENUE,12TH FLOOR,NEW YORK,NY,10171,NY
0002012593,"Rapport Therapeutics, Inc.",operating,2834,Pharmaceutical Preparations,03 Life Sciences,0,1,RAPP,Nasdaq,880724208,,,,Non-accelerated filer<br>Smaller reporting company<br>Emerging growth company,1231,DE,DE,857-321-8020,,1325 BOYLSTON STREET,SUITE 401,BOSTON,MA,02215,MA,1325 BOYLSTON STREET,SUITE 401,BOSTON,MA,02215,MA
0001868912,"Enfusion, Inc.",operating,7372,Services-Prepackaged Software,06 Technology,0,1,ENFN,NYSE,000000000,,,,Accelerated filer<br>Emerging growth company,1231,DE,DE,(312) 253-9800,,"125 SOUTH CLARK STREET, SUITE 750",,CHICAGO,IL,60603,IL,"125 SOUTH CLARK STREET, SUITE 750",,CHICAGO,IL,60603,IL
0001826470,"Petco Health & Wellness Company, Inc.",operating,5990,"Retail-Retail Stores, NEC",07 Trade & Services,0,1,WOOF,Nasdaq,811005932,,,,Large accelerated filer,0201,DE,DE,1-858-453-7845,,10850 VIA FRONTERA,,SAN DIEGO,CA,92127,CA,10850 VIA FRONTERA,,SAN DIEGO,CA,92127,CA
0001823652,"Eve Holding, Inc.",operating,3721,Aircraft,04 Manufacturing,0,1,"EVEX,EVEX-WT","NYSE,NYSE",852549808,,,,<br>Emerging growth company,1231,,,(321) 751-5050,,1400 GENERAL AVIATION DRIVE,,MELBOURNE,FL,32935,FL,1400 GENERAL AVIATION DRIVE,,MELBOURNE,FL,32935,FL
0000859070,FIRST COMMUNITY BANKSHARES INC /VA/,operating,6022,State Commercial Banks,02 Finance,0,1,FCBC,Nasdaq,550694814,,,,Accelerated filer,1231,VA,VA,3043236300,,29 COLLEGE DRIVE,P O BOX 989,BLUEFIELD,VA,24605,VA,PO BOX 989,,BLUEFIELD,VA,24605,VA
0001538849,CrossAmerica Partners LP,operating,5172,Wholesale-Petroleum & Petroleum Products (No Bulk Stations),07 Trade & Services,0,1,CAPL,NYSE,454165414,,,,Accelerated filer,1231,,,610-625-8000,,645 HAMILTON STREET,SUITE 400,ALLENTOWN,PA,18101,PA,645 HAMILTON STREET,SUITE 400,ALLENTOWN,PA,18101,PA
0001260041,JOHN HANCOCK TAX-ADVANTAGED DIVIDEND INCOME FUND,other,,,,0,1,HTD,NYSE,000000000,,,,,1231,,,617-663-3000,,C/O JOHN HANCOCK FUNDS,200 BERKELEY STREET,BOSTON,MA,02116,MA,C/O JOHN HANCOCK FUNDS,200 BERKELEY STREET,BOSTON,MA,02116,MA
0000792987,ASTEC INDUSTRIES INC,operating,3531,Construction Machinery & Equip,06 Technology,0,1,ASTE,Nasdaq,620873631,,,,Large accelerated filer,1231,TN,TN,4238995898,,1725 SHEPHERD ROAD,,CHATTANOOGA,TN,37421,TN,1725 SHEPHERD ROAD,,CHATTANOOGA,TN,37421,TN
0001841925,"indie Semiconductor, Inc.",operating,3674,Semiconductors & Related Devices,04 Manufacturing,0,1,INDI,Nasdaq,000000000,,,,Large accelerated filer,1231,DE,DE,2024310507,,32 JOURNEY,,ALISO VIEJO,CA,92656,CA,32 JOURNEY,,ALISO VIEJO,CA,92656,CA
0000896264,USANA HEALTH SCIENCES INC,operating,2833,Medicinal Chemicals & Botanical Products,03 Life Sciences,0,1,USNA,NYSE,870500306,,,,Large accelerated filer,1228,UT,UT,8019547100,,3838 WEST PARKWAY BLVD.,3838 WEST PARKWAY BLVD.,SALT LAKE CITY,UT,84120-6336,UT,3838 WEST PARKWAY BLVD.,,SALT LAKE CITY,UT,84120-6336,UT
0001871509,Portillo's Inc.,operating,5812,Retail-Eating  Places,07 Trade & Services,0,1,PTLO,Nasdaq,871104304,,,,Large accelerated filer,1229,DE,DE,(630) 954-3773,,C/O THE PORTILLO RESTAURANT GROUP,"2001 SPRING ROAD, SUITE 400",OAK BROOK,IL,60523-1903,IL,C/O THE PORTILLO RESTAURANT GROUP,"2001 SPRING ROAD, SUITE 400",OAK BROOK,IL,60523-1903,IL
0001650648,"4D Molecular Therapeutics, Inc.",operating,2836,"Biological Products, (No Diagnostic Substances)",03 Life Sciences,0,1,FDMT,Nasdaq,473506994,,,,<br>Emerging growth company,1231,DE,DE,5105052680,,5858 HORTON STREET #455,,EMERYVILLE,CA,94608,CA,5858 HORTON STREET #455,,EMERYVILLE,CA,94608,CA
0001937653,Zymeworks Inc.,operating,2834,Pharmaceutical Preparations,03 Life Sciences,0,1,ZYME,Nasdaq,000000000,,,,Accelerated filer<br>Smaller reporting company,1231,DE,DE,302-274-8744,,"108 PATRIOT DRIVE, SUITE A",,MIDDLETOWN,DE,19709,DE,"108 PATRIOT DRIVE, SUITE A",,MIDDLETOWN,DE,19709,DE
0001219360,PIMCO HIGH INCOME FUND,other,,,,0,1,PHK,NYSE,383676799,,,,,0630,,,212-739-3000,,1633 BROADWAY,,NEW YORK,NY,10019,NY,1633 BROADWAY,,NEW YORK,NY,10019,NY
0001447362,CASTLE BIOSCIENCES INC,operating,8071,Services-Medical Laboratories,08 Industrial Applications and Services,0,1,CSTL,Nasdaq,770701774,,,,Accelerated filer,1231,DE,DE,866-788-9007,,505 S FRIENDSWOOD DRIVE,SUITE 401,FRIENDSWOOD,TX,77546,TX,505 S FRIENDSWOOD DRIVE,SUITE 401,FRIENDSWOOD,TX,77546,TX
0001443669,Proto Labs Inc,operating,3440,Fabricated Structural Metal Products,04 Manufacturing,0,1,PRLB,NYSE,000000000,,,,Large accelerated filer,1231,,,763-479-7474,,5540 Pioneer Creek,,Maple Plain,MN,55359,MN,5540 Pioneer Creek,,Maple Plain,MN,55359,MN
0001026214,FEDERAL HOME LOAN MORTGAGE CORP,operating,6111,Federal & Federally-Sponsored Credit Agencies,02 Finance,0,1,"FMCC,FMCCT,FREJO,FMCCI,FMCCG,FMCKI,FMCCJ,FMCCL,FMCKL,FMCCS,FMCCO,FMCKN,FREJN,FMCCN,FMCKO,FMCKJ,FMCKM,FREGP,FMCCH,FMCCK,FMCCP,FMCCM,FMCKP,FMCKK,FREJP","OTC,OTC,OTC,OTC,OTC,OTC,OTC,OTC,OTC,OTC,OTC,OTC,OTC,OTC,OTC,OTC,OTC,OTC,OTC,OTC,OTC,OTC,OTC,OTC,OTC",520904874,,,,Accelerated filer,1231,,,7039032000,,8200 JONES BRANCH DR,,MCLEAN,VA,22102,VA,8200 JONES BRANCH DR,,MCLEAN,VA,22102,VA
0001176984,EATON VANCE MUNICIPAL BOND FUND,other,,,,0,1,EIM,NYSE,000000000,,,,,0930,,,6174828260,,ONE POST OFFICE SQUARE,,BOSTON,MA,02109,MA,ONE POST OFFICE SQUARE,,BOSTON,MA,02109,MA
0001957146,Almacenes Exito S.A.,other,5331,Retail-Variety Stores,07 Trade & Services,0,0,EXTO,NYSE,000000000,,,,Non-accelerated filer,1231,F8,Colombia,57-604-604-9696,,CARRERA 48 # 32 B SUR 139.,,"ENVIGADO, ANTIOQUIA,",F8,00000,Colombia,CARRERA 48 # 32 B SUR 139.,,"ENVIGADO, ANTIOQUIA,",F8,00000,Colombia
0001703141,"Despegar.com, Corp.",other,4700,Transportation Services,01 Energy & Transportation,0,0,DESP,NYSE,000000000,,,,Accelerated filer,1231,D8,"Virgin Islands, British",54 11 4894 3500,,JUANA MANSO 999,,BUENOS AIRES,C1,C1107CBR,Argentina,JUANA MANSO 999,,BUENOS AIRES,C1,C1107CBR,Argentina
0001293282,TechTarget Inc,operating,4822,Telegraph & Other Message Communications,06 Technology,0,1,TTGT,Nasdaq,043483216,,,,Large accelerated filer,1231,,,617-431-9200,,275 GROVE STREET,,NEWTON,MA,02466,MA,275 GROVE STREET,,NEWTON,MA,02466,MA
0001062231,AMERICAN AXLE & MANUFACTURING HOLDINGS INC,operating,3714,Motor Vehicle Parts & Accessories,04 Manufacturing,0,1,AXL,NYSE,383161171,,,,Large accelerated filer,1231,DE,DE,3137583600,,ONE DAUCH DRIVE,,DETROIT,MI,48211-1198,MI,ONE DAUCH DRIVE,,DETROIT,MI,48211-1198,MI
0001783183,"Phathom Pharmaceuticals, Inc.",operating,2834,Pharmaceutical Preparations,03 Life Sciences,0,1,PHAT,Nasdaq,824151574,,,,<br>Emerging growth company,1231,DE,DE,(877) 742-8466,,"100 CAMPUS DRIVE,",SUITE 102,FLORHAM PARK,NJ,07932,NJ,"100 CAMPUS DRIVE,",SUITE 102,FLORHAM PARK,NJ,07932,NJ
0001727196,Scholar Rock Holding Corp,operating,2836,"Biological Products, (No Diagnostic Substances)",03 Life Sciences,0,1,SRRK,Nasdaq,823750435,,,,Non-accelerated filer<br>Smaller reporting company,1231,DE,DE,857-259-3860,,301 BINNEY STREET,3RD FLOOR,CAMBRIDGE,MA,02142,MA,301 BINNEY STREET,3RD FLOOR,CAMBRIDGE,MA,02142,MA
0001717547,"BrightSpire Capital, Inc.",operating,6798,Real Estate Investment Trusts,05 Real Estate & Construction,0,1,BRSP,NYSE,384046290,,,,Large accelerated filer,1231,MD,MD,212-547-2631,,590 MADISON AVENUE,33RD FLOOR,NEW YORK,NY,10022,NY,590 MADISON AVENUE,33RD FLOOR,NEW YORK,NY,10022,NY
0000945394,Service Properties Trust,operating,6798,Real Estate Investment Trusts,05 Real Estate & Construction,1,1,SVC,Nasdaq,043262075,,,,Large accelerated filer,1231,MD,MD,(617) 964-8389,,C/O THE RMR GROUP,"TWO NEWTON PL., 255 WASH. ST., STE. 300",NEWTON,MA,02458,MA,C/O THE RMR GROUP,"TWO NEWTON PL., 255 WASH. ST., STE. 300",NEWTON,MA,02458,MA
0001702780,"Altice USA, Inc.",operating,4841,Cable & Other Pay Television Services,06 Technology,0,1,ATUS,NYSE,383980194,,,,Large accelerated filer,1231,DE,DE,(516) 803-2300,,1 COURT SQUARE WEST,,LONG ISLAND CITY,NY,11101,NY,1 COURT SQUARE WEST,,LONG ISLAND CITY,NY,11101,NY
0001944558,"Vitesse Energy, Inc.",operating,1311,Crude Petroleum & Natural Gas,01 Energy & Transportation,0,1,VTS,NYSE,883617511,,,,Non-accelerated filer<br>Emerging growth company,1231,DE,DE,720.361.2500,,5619 DTC PARKWAY,SUITE 700,GREENWOOD VILLAGE,CO,80111,CO,5619 DTC PARKWAY,SUITE 700,GREENWOOD VILLAGE,CO,80111,CO
0001778114,Virtus Artificial Intelligence & Technology Opportunities Fund,other,,,,0,1,AIO,NYSE,000000000,,,,,0131,MA,MA,(866) 270-7598,,101 MUNSON STREET,,GREENFIELD,MA,01301,MA,101 MUNSON STREET,,GREENFIELD,MA,01301,MA
0001514705,"SunCoke Energy, Inc.",operating,3312,"Steel Works, Blast Furnaces & Rolling Mills (Coke Ovens)",04 Manufacturing,1,1,SXC,NYSE,900640593,,,,Accelerated filer,1231,,,630-824-1000,,1011 WARRENVILLE ROAD,SUITE 600,LISLE,IL,60532,IL,1011 WARRENVILLE ROAD,SUITE 600,LISLE,IL,60532,IL
0000911971,TEEKAY CORP LTD,other,4412,Deep Sea Foreign Transportation of  Freight,01 Energy & Transportation,0,0,TK,NYSE,000000000,,,,Accelerated filer,1231,D0,Bermuda,604-683-3529,,"2ND FLOOR, SWAN BUILDING",26 VICTORIA STREET,HAMILTON,D0,HM 12,Bermuda,"2ND FLOOR, SWAN BUILDING",26 VICTORIA STREET,HAMILTON,D0,HM 12,Bermuda
0001788882,"Root, Inc.",operating,6331,"Fire, Marine & Casualty Insurance",02 Finance,0,1,ROOT,Nasdaq,842717903,,,,Accelerated filer<br>Smaller reporting company,1231,DE,DE,(614) 591-4568,,80 E RICH STREET,SUITE 500,COLUMBUS,OH,43215,OH,80 E RICH STREET,SUITE 500,COLUMBUS,OH,43215,OH
0001166663,TSAKOS ENERGY NAVIGATION LTD,other,4412,Deep Sea Foreign Transportation of  Freight,01 Energy & Transportation,0,0,"TEN,TEN-PE,TEN-PF","NYSE,NYSE,NYSE",000000000,,,,Accelerated filer,,,,,,367 SYNGROU AVE 175 64,,ATHENS,J3,00000,Greece,367 SYNGROU AVENUE,,ATHENS,J3,00000,Greece
0002024218,Summit Midstream Corp,other,4922,Natural Gas Transmission,01 Energy & Transportation,0,1,SMC,NYSE,000000000,,,,,1231,DE,DE,832-413-4770,,"910 LOUISIANA STREET, SUITE 4200",,HOUSTON,TX,77002,TX,"910 LOUISIANA STREET, SUITE 4200",,HOUSTON,TX,77002,TX
0001069899,PHIBRO ANIMAL HEALTH CORP,operating,2834,Pharmaceutical Preparations,03 Life Sciences,0,1,PAHC,Nasdaq,131840497,,,,Accelerated filer,0630,DE,DE,201-329-7300,,"GLENPOINTE CENTRE EAST, 3RD FLOOR","300 FRANK W. BURR BLVD., SUITE 21",TEANECK,NJ,07666,NJ,"GLENPOINTE CENTRE EAST, 3RD FLOOR","300 FRANK W. BURR BLVD., SUITE 21",TEANECK,NJ,07666,NJ
0001836833,Planet Labs PBC,operating,3663,Radio & Tv Broadcasting & Communications Equipment,04 Manufacturing,0,1,"PL,PL-WT","NYSE,NYSE",000000000,,,,Large accelerated filer,0131,DE,DE,(415) 829-3313,,645 HARRISON STREET,FLOOR 4,SAN FRANCISCO,CA,94107,CA,645 HARRISON STREET,FLOOR 4,SAN FRANCISCO,CA,94107,CA
0001809122,CureVac N.V.,other,2834,Pharmaceutical Preparations,03 Life Sciences,0,0,CVAC,Nasdaq,000000000,,,,Large accelerated filer,1231,P7,Netherlands,49 7071 9883 0,,PAUL-EHRLICH-STRABE 15 TUBINGEN,,BADEN-WURTTEMBERG,2M,72076,Germany,PAUL-EHRLICH-STRABE 15 TUBINGEN,,BADEN-WURTTEMBERG,2M,72076,Germany
0001904856,Enerflex Ltd.,other,3560,General Industrial Machinery & Equipment,06 Technology,0,0,EFXT,NYSE,980457703,,,,,1231,Z4,Canada (Federal Level),403-387-6377,,1331 MACLEOD TRAIL SE,SUITE 904,CALGARY ALBERTA,Z4,T2G 0K3,Canada (Federal Level),1331 MACLEOD TRAIL SE,SUITE 904,CALGARY ALBERTA,Z4,T2G 0K3,Canada (Federal Level)
0001277866,ENDEAVOUR SILVER CORP,other,1040,Gold and Silver Ores,01 Energy & Transportation,0,0,EXK,NYSE,000000000,,,,Large Accelerated,1231,A1,"British Columbia, Canada",604-685-9775,,PO BOX 10328,#1130-609 GRANVILLE STREET,VANCOUVER,A1,V7Y 1G5,"British Columbia, Canada",#1130-609 GRANVILLE STREET,,VANCOUVER,A1,V7Y 1G5,"British Columbia, Canada"
0001174164,Flaherty & Crumrine PREFERRED & INCOME SECURITIES FUND INC,other,,,,0,1,FFC,NYSE,000000000,,,,,1130,MD,MD,(626) 795-7300,,301 E COLORADO BLVD STE 800,C/O FLAHERTY & CRUMRINE INC,PASADENA,CA,91101,CA,301 E COLORADO BLVD STE 800,C/O FLAHERTY & CRUMRINE INC,PASADENA,CA,91101,CA
0001802974,"Mission Produce, Inc.",operating,0700,Agricultural Services,08 Industrial Applications and Services,0,1,AVO,Nasdaq,953847744,,,,Accelerated filer,1031,DE,DE,(805) 981-3650,,2710 CAMINO DEL SOL,,OXNARD,CA,93030,CA,2710 CAMINO DEL SOL,,OXNARD,CA,93030,CA
0001655099,Brookfield Real Assets Income Fund Inc.,other,,,,0,1,RA,NYSE,812623723,,,,,1231,,,855-777-8001,,BROOKFIELD PLACE,"225 LIBERTY STREET, 35TH FLOOR",NEW YORK,NY,10281,NY,BROOKFIELD PLACE,"225 LIBERTY STREET, 35TH FLOOR",NEW YORK,NY,10281,NY
0001772177,"KURA SUSHI USA, INC.",operating,5812,Retail-Eating  Places,07 Trade & Services,0,1,KRUS,Nasdaq,263808434,,,,Accelerated filer<br>Emerging growth company,0831,DE,DE,9497481786,,17461 DERIAN AVE.,SUITE 200,IRVINE,CA,92614,CA,17461 DERIAN AVE.,SUITE 200,IRVINE,CA,92614,CA
0000351834,SunOpta Inc.,operating,5150,Wholesale-Farm Product Raw Materials,07 Trade & Services,0,1,STKL,Nasdaq,000000000,,,,Large accelerated filer,1228,Z4,Canada (Federal Level),952-820-2518,,7078 SHADY OAK ROAD,,EDEN PRAIRIE,MN,55344,MN,7078 SHADY OAK ROAD,,EDEN PRAIRIE,MN,55344,MN
