name,cik,start_date,business_city,business_stateOrCountry,business_stateOrCountryDescription,business_street1,business_street2,business_zipCode,category,description,ein,entityType,exchanges,fiscalYearEnd,flags,insiderTransactionForIssuerExists,insiderTransactionForOwnerExists,mailing_city,mailing_stateOrCountry,mailing_stateOrCountryDescription,mailing_street1,mailing_street2,mailing_zipCode,ownerOrg,phone,sic,sicDescription,stateOfIncorporation,stateOfIncorporationDescription,tickers
"STAR EQUITY HOLDINGS, INC.",0000707388,2001-11-05,OLD GREENWICH,CT,CT,53 FOREST AVENUE,SUITE 101,06870,Non-accelerated filer<br>Smaller reporting company,,330145723,operating,"['Nasdaq', 'Nasdaq']",1231,,1,1,OLD GREENWICH,CT,CT,53 FOREST AVE,SUITE 101,06870,08 Industrial Applications and Services,203-489-9501,3845,Electromedical & Electrotherapeutic Apparatus,DE,DE,"['STRR', 'STRRP']"
"BRINKER INTERNATIONAL, INC",0000703351,1994-11-08,DALLAS,TX,TX,3000 OLYMPUS BLVD.,,75019,Large accelerated filer,,751914582,operating,['NYSE'],0625,,1,0,DALLAS,TX,TX,3000 OLYMPUS BLVD.,,75019,07 Trade & Services,9729809917,5812,Retail-Eating  Places,DE,DE,['EAT']
AMERISERV FINANCIAL INC /PA/,0000707605,1994-08-22,JOHNSTOWN,PA,PA,MAIN & FRANKLIN STS,PO BOX 430,15907,Non-accelerated filer<br>Smaller reporting company,,251424278,operating,['Nasdaq'],1231,,1,0,JOHNSTOWN,PA,PA,MAIN & FRANKLIN STS,PO BOX 430,15907,02 Finance,8145335300,6021,National Commercial Banks,PA,PA,['ASRV']
"Distribution Solutions Group, Inc.",0000703604,1995-05-03,FORT WORTH,TX,TX,301 COMMERCE STREET,SUITE 1700,76102,Accelerated filer,,362229304,operating,['Nasdaq'],1231,,1,0,FORT WORTH,TX,TX,301 COMMERCE STREET,SUITE 1700,76102,07 Trade & Services,(888) 611-9888,5080,"Wholesale-Machinery, Equipment & Supplies",DE,DE,['DSGR']
HORIZON BANCORP INC /IN/,0000706129,1995-11-13,MICHIGAN CITY,IN,IN,515 FRANKLIN STREET,,46360,Accelerated filer,,351562417,operating,['Nasdaq'],1231,,1,0,MICHIGAN CITY,IN,IN,515 FRANKLIN STREET,,46360,02 Finance,2198790211,6022,State Commercial Banks,IN,IN,['HBNC']
PHI GROUP INC,0000704172,1996-05-16,LAS VEGAS,NV,NV,5348 VEGAS DRIVE,237,89108,Non-accelerated filer<br>Smaller reporting company,,900114535,operating,['OTC'],0630,,1,1,HUNTINGTON BEACH,CA,CA,"17011 BEACH BLVD., SUITE 900",,92647,07 Trade & Services,7146420571,8741,Services-Management Services,WY,WY,['PHIL']
"KORU Medical Systems, Inc.",0000704440,1996-07-12,MAHWAH,NJ,NJ,100 CORPORATE DRIVE,,07430,Non-accelerated filer<br>Smaller reporting company,,133044880,operating,['Nasdaq'],1231,,1,0,MAHWAH,NJ,NJ,100 CORPORATE DRIVE,,07430,08 Industrial Applications and Services,845-469-2042,3841,Surgical & Medical Instruments & Apparatus,DE,DE,['KRMD']
CASS INFORMATION SYSTEMS INC,0000708781,1996-10-31,ST. LOUIS,MO,MO,12444 POWERSCOURT DRIVE,,63131,Accelerated filer,,431265338,operating,['Nasdaq'],1231,,1,1,ST. LOUIS,MO,MO,12444 POWERSCOURT DRIVE,,63131,07 Trade & Services,314-506-5500,7389,"Services-Business Services, NEC",MO,MO,['CASS']
UTAH MEDICAL PRODUCTS INC,0000706698,1994-02-14,MIDVALE,UT,UT,7043 S 300 WEST,,84047,Non-accelerated filer<br>Smaller reporting company,,870342734,operating,['Nasdaq'],1231,,1,0,,,,,,,08 Industrial Applications and Services,8015661200,3841,Surgical & Medical Instruments & Apparatus,UT,UT,['UTMD']
ONTO INNOVATION INC.,0000704532,1995-09-08,WILMINGTON,MA,MA,16 JONSPIN ROAD,,01887,Large accelerated filer,,942276314,operating,['NYSE'],1226,,1,0,WILMINGTON,MA,MA,16 JONSPIN ROAD,,01887,08 Industrial Applications and Services,9782536200,3829,"Measuring & Controlling Devices, NEC",DE,DE,['ONTO']
PAR TECHNOLOGY CORP,0000708821,1995-04-12,NEW HARTFORD,NY,NY,PAR TECHNOLOGY PARK,8383 SENECA TURNPIKE,13413,Large accelerated filer,,161434688,operating,['NYSE'],1231,,1,0,NEW HARTFORD,NY,NY,8383 SENECA TURNPIKE,,13413,06 Technology,3157380600,3578,Calculating & Accounting Machines (No Electronic Computers),DE,DE,['PAR']
FIRST FINANCIAL BANCORP /OH/,0000708955,1995-05-08,CINCINNATI,OH,OH,255 EAST FIFTH STREET,SUITE 900,45202,Large accelerated filer,,311042001,operating,['Nasdaq'],1231,,1,1,CINCINNATI,OH,OH,255 EAST FIFTH STREET,SUITE 900,45202,02 Finance,8773229530,6021,National Commercial Banks,OH,OH,['FFBC']
NOBLE ROMANS INC,0000709005,1996-02-13,INDIANAPOLIS,IN,IN,ONE VIRGINIA AVE,STE 800,46204,Non-accelerated filer<br>Smaller reporting company,,351281154,operating,['OTC'],1231,,1,0,INDIANAPOLIS,IN,IN,ONE VIRGINIA AVENUE,SUITE 800,46204,07 Trade & Services,3176343377,5812,Retail-Eating  Places,IN,IN,['NROM']
SOUTHSIDE BANCSHARES INC,0000705432,1995-03-31,TYLER,TX,TX,1201 S BECKHAM,,75701,Large accelerated filer,,751848732,operating,['NYSE'],1231,,1,1,TYLER,TX,TX,1201 S BECKHAM,,75701,02 Finance,9035317111,6022,State Commercial Banks,TX,TX,['SBSI']
QUANTUM CORP /DE/,0000709283,1994-01-28,SAN JOSE,CA,CA,224 AIRPORT PARKWAY,SUITE 550,95110,Non-accelerated filer<br>Smaller reporting company,,942665054,operating,['Nasdaq'],0331,,1,0,SAN JOSE,CA,CA,224 AIRPORT PARKWAY,SUITE 550,95110,06 Technology,408 944 4000,3572,Computer Storage Devices,DE,DE,['QMCO']
FARMERS NATIONAL BANC CORP /OH/,0000709337,1995-11-03,CANFIELD,OH,OH,20 S BROAD STREET,P O BOX 555,44406,Accelerated filer,,341371693,operating,['Nasdaq'],1231,,1,0,CANFIELD,OH,OH,20 S BROAD STREET,PO BOX 555,44406,02 Finance,3305333341,6022,State Commercial Banks,OH,OH,['FMNB']
"Bath & Body Works, Inc.",0000701985,1994-06-13,COLUMBUS,OH,OH,THREE LIMITED PKWY,P O BOX 16000,43230,Large accelerated filer,,311029810,operating,['NYSE'],0131,,1,1,COLUMBUS,OH,OH,THREE LIMITED PARKWAY,P.O. BOX 16000,43230,07 Trade & Services,6144157000,5990,"Retail-Retail Stores, NEC",DE,DE,['BBWI']
NORFOLK SOUTHERN CORP,0000702165,1994-01-26,ATLANTA,GA,GA,650 W PEACHTREE STREET NW,,30308,Large accelerated filer,,521188014,operating,['NYSE'],1231,,1,0,ATLANTA,GA,GA,650 W PEACHTREE STREET NW,,30308,01 Energy & Transportation,470-463-6807,4011,"Railroads, Line-Haul Operating",VA,VA,['NSC']
OLD SECOND BANCORP INC,0000357173,1995-08-15,AURORA,IL,IL,37 S RIVER ST,,60507,Accelerated filer,,363143493,operating,['Nasdaq'],1231,,1,0,AURORA,IL,IL,37 SOUTH RIVER STREET,,60507,02 Finance,6308920202,6022,State Commercial Banks,DE,DE,['OSBC']
HOVNANIAN ENTERPRISES INC,0000357294,1994-01-12,MATAWAN,NJ,NJ,"90 MATAWAN ROAD, 5TH FLOOR",,07747,Large accelerated filer,,221851059,operating,"['NYSE', 'Nasdaq', 'OTC']",1031,,1,0,MATAWAN,NJ,NJ,"90 MATAWAN ROAD, 5TH FLOOR",,07747,05 Real Estate & Construction,7327477800,1531,Operative Builders,DE,DE,"['HOV', 'HOVNP', 'HOVVB']"
TRUSTCO BANK CORP N Y,0000357301,1994-01-28,ALBANY,NY,NY,6 METRO PARK ROAD,,12205,Accelerated filer,,141630287,operating,['Nasdaq'],1231,,1,0,ALBANY,NY,NY,6 METRO PARK ROAD,,12205,02 Finance,5183773311,6022,State Commercial Banks,NY,NY,['TRST']
FULTON FINANCIAL CORP,0000700564,1995-08-14,LANCASTER,PA,PA,ONE PENN SQ,PO BOX 4887,17604,Large accelerated filer,,232195389,operating,"['Nasdaq', 'Nasdaq']",1231,,1,0,LANCASTER,PA,PA,ONE PENN SQ,PO BOX 4887,17604,02 Finance,7172912411,6021,National Commercial Banks,PA,PA,"['FULT', 'FULTP']"
"FIRST MID BANCSHARES, INC.",0000700565,1995-08-11,MATTOON,IL,IL,1515 CHARLESTON AVE,PO BOX 499,61938,Large accelerated filer,,371103704,operating,['Nasdaq'],1231,,1,0,MATTOON,IL,IL,1515 CHARLESTON AVENUE,PO BOX 499,61938,02 Finance,2172347454,6022,State Commercial Banks,DE,DE,['FMBH']
"VICTORY CLEAN ENERGY, INC.",0000700764,2001-01-12,AUSTIN,TX,TX,"14425 FALCON HEAD BLVD., BLDG E",SUITE 100,78738,Non-accelerated filer<br>Smaller reporting company,,870564472,operating,['OTC'],1231,,1,0,AUSTIN,TX,TX,"14425 FALCON HEAD BLVD., BLDG E",SUITE 100,78738,01 Energy & Transportation,512-607-5558,1311,Crude Petroleum & Natural Gas,NV,NV,['VYEY']
KINROSS GOLD CORP,0000701818,1994-02-11,TORONTO,A6,"Ontario, Canada",25 YORK STREET,17TH FLOOR,M5J 2V5,,,650430083,other,"['NYSE', 'OTC']",1231,,0,1,TORONTO,A6,"Ontario, Canada",25 YORK STREET,17TH FLOOR,M5J 2V5,01 Energy & Transportation,8013639152,1040,Gold and Silver Ores,,,"['KGC', 'KGCRF']"
"RCM TECHNOLOGIES, INC.",0000700841,1995-09-01,PENNSAUKEN,NJ,NJ,2500 MCCLELLAN AVENUE,STE 350,08109-4613,Accelerated filer<br>Smaller reporting company,,951480559,operating,['Nasdaq'],1228,,1,0,PENNSAUKEN,NJ,NJ,2500 MCCLELLAN AVENUE,STE 350,08109-4613,07 Trade & Services,8563564500,7363,Services-Help Supply Services,NV,NV,['RCMT']
Envela Corp,0000701719,1995-08-02,IRVING,TX,TX,1901 GATEWAY DRIVE,SUITE 100,75038,Non-accelerated filer<br>Smaller reporting company,,880097334,operating,['NYSE'],1231,,1,0,IRVING,TX,TX,1901 GATEWAY DRIVE,SUITE 100,75038,07 Trade & Services,9725874049,5944,Retail-Jewelry Stores,NV,NV,['ELA']
MYR GROUP INC.,0000700923,1995-10-24,THORNTON,CO,CO,12121 GRANT STREET,SUITE 610,80241,Large accelerated filer,,363158643,operating,['Nasdaq'],1231,,1,0,THORNTON,CO,CO,12121 GRANT STREET,SUITE 610,80241,05 Real Estate & Construction,3032868000,1623,"Water, Sewer, Pipeline, Comm & Power Line Construction",DE,DE,['MYRG']
CENTRAL PACIFIC FINANCIAL CORP,0000701347,1994-11-14,HONOLULU,HI,HI,220 S KING ST,,96813,Accelerated filer,,990212597,operating,['NYSE'],1231,,1,0,HONOLULU,HI,HI,P O BOX 3590,,96811,02 Finance,8085440500,6022,State Commercial Banks,HI,HI,['CPF']
NITTO DENKO CORP / ADR/,0000353991,2008-10-10,NEW YORK,NY,NY,48 WALL ST,C/O BANK OF NEW YORK,10015,,,,other,"['OTC', 'OTC']",,,0,0,NEW YORK,NY,NY,C/O CURTIS K MORIKAWA,FOUR ALBANY ST,10015,International Corp Fin,2122502500,8880,American Depositary Receipts,,,"['NDEKY', 'NDEKF']"
TRICO BANCSHARES /,0000356171,1995-08-23,CHICO,CA,CA,TRICO BANCSHARES,63 CONSTITUTION DRIVE,95973,Large accelerated filer,,942792841,operating,['Nasdaq'],1231,,1,0,CHICO,CA,CA,TRICO BANCSHARES,63 CONSTITUTION DRIVE,95973,02 Finance,5308980300,6022,State Commercial Banks,CA,CA,['TCBK']
Arthur J. Gallagher & Co.,0000354190,1994-01-25,ROLLING MEADOWS,IL,IL,2850 GOLF ROAD,,60008-4050,Large accelerated filer,,362151613,operating,['NYSE'],1231,,1,0,ROLLING MEADOWS,IL,IL,2850 GOLF ROAD,,60008-4050,02 Finance,630-773-3800,6411,"Insurance Agents, Brokers & Service",DE,DE,['AJG']
NEW JERSEY RESOURCES CORP,0000356309,1994-01-18,WALL,NJ,NJ,1415 WYCKOFF RD,PO BOX 1468,07719,Large accelerated filer,,222376465,operating,['NYSE'],0930,,1,0,WALL,NJ,NJ,1415 WYCKOFF ROAD,P O BOX 1468,07719,01 Energy & Transportation,7329381000,4924,Natural Gas Distribution,NJ,NJ,['NJR']
GENTEX CORP,0000355811,1995-03-31,ZEELAND,MI,MI,600 N CENTENNIAL ST,,49464,Large accelerated filer,,382030505,operating,['Nasdaq'],1231,,1,1,ZEELAND,MI,MI,600 N CENTENNIAL STREET,,49464,04 Manufacturing,6167721800,3714,Motor Vehicle Parts & Accessories,MI,MI,['GNTX']
EBARA CORP /ADR/,0000354518,2008-10-10,NEW YORK,NY,NY,ONE WALL ST,ATTN INVESTMENT MANAGEMENT & SEC SERVICE,10015,,,000000000,other,"['OTC', 'OTC']",,,0,0,,,,,,,,2126358973,8880,American Depositary Receipts,,,"['EBCOY', 'EBCOF']"
"GLOBAL TECH INDUSTRIES GROUP, INC.",0000356590,1996-12-12,NEW YORK,NY,NY,"511 SIXTH AVENUE, SUITE 800",,10011,Non-accelerated filer<br>Smaller reporting company<br>Emerging growth company,,830250943,operating,['OTC'],1231,,1,1,NEW YORK,NY,NY,"511 SIXTH AVENUE, SUITE 800",,10011,07 Trade & Services,212-204-7926,8741,Services-Management Services,NV,NV,['GTII']
CVB FINANCIAL CORP,0000354647,1994-03-29,ONTARIO,CA,CA,701 N HAVEN AVE STE 300,,91764,Large accelerated filer,,953629339,operating,['Nasdaq'],1231,,1,0,ONTARIO,CA,CA,701 N HAVEN AVENUE,,91764,02 Finance,9099804030,6022,State Commercial Banks,CA,CA,['CVBF']
HAWAIIAN ELECTRIC INDUSTRIES INC,0000354707,1994-02-14,HONOLULU,HI,HI,"1001 BISHOP STREET, SUITE 2900",,96813,Large accelerated filer,,990208097,operating,['NYSE'],1231,,1,1,HONOLULU,HI,HI,P.O. BOX 730,,96808-0730,01 Energy & Transportation,8085435662,4911,Electric Services,HI,HI,['HE']
"RICHARDSON ELECTRONICS, LTD.",0000355948,1994-07-26,LAFOX,IL,IL,40W267 KESLINGER RD,PO BOX 393,60147,Accelerated filer<br>Smaller reporting company,,362096643,operating,['Nasdaq'],0531,,1,0,LAFOX,IL,IL,40W267 KESLINGER ROAD,P.O. BOX 393,60147,07 Trade & Services,630 208-2200,5065,"Wholesale-Electronic Parts & Equipment, NEC",DE,DE,['RELL']
CSP INC /MA/,0000356037,1994-02-14,LOWELL,MA,MA,175 CABOT STREET,SUITE 210,01854,Non-accelerated filer<br>Smaller reporting company,,042441294,operating,['Nasdaq'],0930,,1,1,LOWELL,MA,MA,175 CABOT STREET,SUITE 210,01854,06 Technology,9789545038,7373,Services-Computer Integrated Systems Design,MA,MA,['CSPI']
"HOME DEPOT, INC.",0000354950,1994-06-06,ATLANTA,GA,GA,2455 PACES FERRY ROAD,,30339-4024,Large accelerated filer,,953261426,operating,['NYSE'],0201,,1,1,ATLANTA,GA,GA,2455 PACES FERRY ROAD,,30339-4024,07 Trade & Services,770-433-8211,5211,Retail-Lumber & Other Building Materials Dealers,DE,DE,['HD']
SHENANDOAH TELECOMMUNICATIONS CO/VA/,0000354963,1994-11-14,EDINBURG,VA,VA,PO BOX 459,500 SHENTEL WAY,22824,Large accelerated filer,,541162807,operating,['Nasdaq'],1231,,1,0,EDINBURG,VA,VA,P O BOX 459,500 SHENTEL WAY,22824,06 Technology,5409844141,4813,Telephone Communications (No Radiotelephone),VA,VA,['SHEN']
FONAR CORP,0000355019,1995-03-08,MELVILLE,NY,NY,110 MARCUS DR,,11747,Accelerated filer<br>Smaller reporting company,,112464137,operating,['Nasdaq'],0630,,1,0,MELVILLE,NY,NY,110 MARCUS DRIVE,,11747,08 Industrial Applications and Services,6316942929,3845,Electromedical & Electrotherapeutic Apparatus,DE,DE,['FONR']
INTERNATIONAL BANCSHARES CORP,0000315709,1995-05-15,LAREDO,TX,TX,12OO SAN BERNARDO AVE,PO BOX 1359,78040-1359,Large accelerated filer,,742157138,operating,['Nasdaq'],1231,,1,0,LAREDO,TX,TX,P O BOX 1359,1200 SAN BERNARDO,78040,02 Finance,9567227611,6022,State Commercial Banks,TX,TX,['IBOC']
RANGE RESOURCES CORP,0000315852,1994-03-28,FT WORTH,TX,TX,100 THROCKMORTON  STE. 1200,,76102,Large accelerated filer,,341312571,operating,['NYSE'],1231,,1,0,FT WORTH,TX,TX,100 THROCKMORTON  STE. 1200,,76102,01 Energy & Transportation,817-870-2601,1311,Crude Petroleum & Natural Gas,DE,DE,['RRC']
CREDITRISKMONITOR COM INC,0000315958,1996-08-14,VALLEY COTTAGE,NY,NY,704 EXECUTIVE BOULEVARD,SUITE A,10989,Non-accelerated filer<br>Smaller reporting company,,362972588,operating,['OTC'],1231,,1,0,VALLEY COTTAGE,NY,NY,704 EXECUTIVE BOULEVARD,SUITE A,10989,07 Trade & Services,845-230-3000,7320,"Services-Consumer Credit Reporting, Collection Agencies",NV,NV,['CRMZ']
ALLIANT ENERGY CORP,0000352541,1994-11-14,MADISON,WI,WI,4902 NORTH BILTMORE LANE,SUITE 1000,53718-2148,Large accelerated filer,,391380265,operating,['Nasdaq'],1231,,1,1,MADISON,WI,WI,4902 NORTH BILTMORE LANE,SUITE 1000,53718-2148,01 Energy & Transportation,608-458-3311,4931,Electric & Other Services Combined,WI,WI,['LNT']
ELECTRO SENSORS INC,0000351789,1995-08-11,MINNETONKA,MN,MN,6111 BLUE CIRCLE DR,,55343-9108,Non-accelerated filer<br>Smaller reporting company,,410943459,operating,['Nasdaq'],1231,,1,0,MINNETONKA,MN,MN,6111 BLUE CIRCLE DR,,55343,08 Industrial Applications and Services,9529300100,3823,"Industrial Instruments For Measurement, Display, and Control",MN,MN,['ELSE']
FOSTER L B CO,0000352825,1995-02-10,PITTSBURGH,PA,PA,415 HOLIDAY DR,,15220,Accelerated filer<br>Smaller reporting company,,251324733,operating,['Nasdaq'],1231,,1,1,PITTSBURGH,PA,PA,415 HOLIDAY DR,,15220,07 Trade & Services,4129283431,5051,Wholesale-Metals Service Centers & of fices,PA,PA,['FSTR']
Ameris Bancorp,0000351569,1995-03-31,ATLANTA,GA,GA,3490 PIEDMONT RD,SUITE 1550,30305,Large accelerated filer,,581456434,operating,['NYSE'],1231,,1,0,ATLANTA,GA,GA,3490 PIEDMONT RD,SUITE 1550,30305,02 Finance,4046396500,6022,State Commercial Banks,GA,GA,['ABCB']
UNIVERSAL HEALTH SERVICES INC,0000352915,1994-02-08,KING OF PRUSSIA,PA,PA,367 S GULPH RD,,19406,Large accelerated filer,,232077891,operating,['NYSE'],1231,,1,0,KING OF PRUSSIA,PA,PA,367 S GULPH ROAD,,19406,08 Industrial Applications and Services,6107683300,8062,"Services-General Medical & Surgical Hospitals, NEC",DE,DE,['UHS']
"CKX LANDS, INC.",0000352955,1996-10-30,LAKE CHARLES,LA,LA,2417 SHELL BEACH DRIVE,,70601,Non-accelerated filer<br>Smaller reporting company,,720144530,operating,['NYSE'],1231,,1,0,LAKE CHARLES,LA,LA,2417 SHELL BEACH DRIVE,,70601,01 Energy & Transportation,(337) 493-2399,1311,Crude Petroleum & Natural Gas,LA,LA,['CKX']
"AUTONATION, INC.",0000350698,1995-10-31,FORT LAUDERDALE,FL,FL,200 SW 1ST AVE,SUITE 1600,33301,Large accelerated filer,,731105145,operating,['NYSE'],1231,,1,0,FORT LAUDERDALE,FL,FL,200 SW 1ST AVE,SUITE 1600,33301,07 Trade & Services,9547696000,5500,Retail-Auto Dealers & Gasoline Stations,DE,DE,['AN']
ADVANCED OXYGEN TECHNOLOGIES INC,0000352991,1997-12-16,RANDOLPH,VT,VT,"ADVANCED OXYGEN TECHNOLOGIES, INC.","C/O CROSSFIELD, INC. PO BOX 189",05060,Non-accelerated filer<br>Smaller reporting company,,911143622,operating,['OTC'],0630,,1,0,RANDOLPH,VT,VT,"ADVANCED OXYGEN TECHNOLOGIES, INC.","C/O CROSSFIELD, INC. PO BOX 189",05060,05 Real Estate & Construction,212-727-7085,6500,Real Estate,DE,DE,['AOXY']
DATA I/O CORP,0000351998,1995-02-10,REDMOND,WA,WA,"6645 185TH AVE NE, SUITE 100",,98052,Non-accelerated filer<br>Smaller reporting company,,910864123,operating,['Nasdaq'],1211,,1,0,REDMOND,WA,WA,"6645 185TH AVE NE, SUITE 100",,98052,08 Industrial Applications and Services,4258676922,3825,Instruments For Meas & Testing of  Electricity & Elec Signals,WA,WA,['DAIO']
COMMUNITY TRUST BANCORP INC /KY/,0000350852,1995-08-17,PIKEVILLE,KY,KY,346 NORTH MAYO TRAIL,P.O. BOX 2947,41502-2947,Large accelerated filer,,610979818,operating,['Nasdaq'],1231,,1,0,PIKEVILLE,KY,KY,346 NORTH MAYO TRAIL,P.O. BOX 2947,41502-2947,02 Finance,(606)433-4643,6022,State Commercial Banks,KY,KY,['CTBI']
SEI INVESTMENTS CO,0000350894,1995-04-24,OAKS,PA,PA,1 FREEDOM VALLEY DRIVE,,19456-1100,Large accelerated filer,,231707341,operating,['Nasdaq'],1231,,1,1,OAKS,PA,PA,1 FREEDOM VALLEY DRIVE,,19456-1100,09 Crypto Assets,6106761000,6211,"Security Brokers, Dealers & Flotation Companies",PA,PA,['SEIC']
AIR T INC,0000353184,1995-11-07,CHARLOTTE,NC,NC,11020 DAVID TAYLOR DRIVE,SUITE 305,28262,Non-accelerated filer<br>Smaller reporting company,,521206400,operating,"['Nasdaq', 'Nasdaq']",0331,,1,1,CHARLOTTE,NC,NC,11020 DAVID TAYLOR DRIVE,SUITE 305,28262,01 Energy & Transportation,980-595-2840,4513,Air Courier Services,DE,DE,"['AIRT', 'AIRTP']"
NOVO NORDISK A S,0000353278,2001-01-18,BAGSVAERD DENMARK,G7,Denmark,NOVO ALLE DK 2880,,00000,Large accelerated filer,,000000000,other,"['NYSE', 'OTC']",1231,,0,1,BAGSVAERD DENMARK,G7,Denmark,NOVO ALLE DK 2880,,00000,03 Life Sciences,4544448888,2834,Pharmaceutical Preparations,,,"['NVO', 'NONOF']"
SunOpta Inc.,0000351834,1999-11-09,EDEN PRAIRIE,MN,MN,7078 SHADY OAK ROAD,,55344,Accelerated filer,,000000000,operating,['Nasdaq'],1228,,1,0,EDEN PRAIRIE,MN,MN,7078 SHADY OAK ROAD,,55344,04 Manufacturing,952-820-2518,2080,Beverages,Z4,Canada (Federal Level),['STKL']
ENZO BIOCHEM INC,0000316253,1995-03-20,FARMINGDALE,NY,NY,60 EXECUTIVE BLVD,,11735,Non-accelerated filer<br>Smaller reporting company,,132866202,operating,"['OTC', 'NYSE']",0731,,1,0,FARMINGDALE,NY,NY,ENZO BIOCHEM INC,60 EXECUTIVE BLVD,11735,03 Life Sciences,5167555500,2836,"Biological Products, (No Diagnostic Substances)",NY,NY,"['ENZB', 'ENZ']"
KLA CORP,0000319201,1994-01-26,MILPITAS,CA,CA,ONE TECHNOLOGY DRIVE,,95035,Large accelerated filer,,042564110,operating,['Nasdaq'],0630,,1,1,MILPITAS,CA,CA,ONE TECHNOLOGY DRIVE,,95035,08 Industrial Applications and Services,4088753000,3827,Optical Instruments & Lenses,DE,DE,['KLAC']
TEAM INC,0000318833,1995-02-14,SUGAR LAND,TX,TX,13131 DAIRY ASHFORD,SUITE 600,77478,Non-accelerated filer<br>Smaller reporting company,,741765729,operating,['NYSE'],1231,,1,0,SUGAR LAND,TX,TX,13131 DAIRY ASHFORD,SUITE 600,77478,07 Trade & Services,2813316154,7600,Services-Miscellaneous Repair Services,DE,DE,['TISI']
SCHWAB CHARLES CORP,0000316709,1994-02-14,WESTLAKE,TX,TX,3000 SCHWAB WAY,,76262,Large accelerated filer,,943025021,operating,"['NYSE', 'NYSE', 'NYSE']",1231,,1,1,WESTLAKE,TX,TX,3000 SCHWAB WAY,,76262,02 Finance,817-859-5000,6211,"Security Brokers, Dealers & Flotation Companies",DE,DE,"['SCHW', 'SCHW-PD', 'SCHW-PJ']"
"Fuse Medical, Inc.",0000319016,1995-07-13,RICHARDSON,TX,TX,1565 NORTH CENTRAL EXPRESSWAY,SUITE 220,75080,Non-accelerated filer<br>Smaller reporting company,,591224913,operating,['OTC'],1231,,1,0,RICHARDSON,TX,TX,1565 NORTH CENTRAL EXPRESSWAY,SUITE 220,75080,,469-862-3030,5047,"Wholesale-Medical, Dental & Hospital Equipment & Supplies",DE,DE,['FZMD']
AVINO SILVER & GOLD MINES LTD,0000316888,2005-05-13,VANCOUVER BC CANADA,A1,"British Columbia, Canada",570 GRANVILLE STREET,SUITE 900,V6C 3P1,Non-accelerated filer,,000000000,other,['NYSE'],1231,,0,0,VANCOUVER,A1,"British Columbia, Canada",570 GRANVILLE STREET,SUITE 900,V6C 3P1,01 Energy & Transportation,6046823701,1000,Metal Mining,,,['ASM']
Enservco Corp,0000319458,1995-11-22,LONGMONT,CO,CO,14133 COUNTY ROAD 9 AND A HALF,,80504,Non-accelerated filer<br>Smaller reporting company,,840811316,operating,['OTC'],1231,,1,0,LONGMONT,CO,CO,14133 COUNTY ROAD 9 AND A HALF,,80504,01 Energy & Transportation,303-333-3678,1389,"Oil & Gas Field Services, NEC",DE,DE,['ENSV']
PERMIAN BASIN ROYALTY TRUST,0000319654,1995-05-15,DALLAS,TX,TX,C/O ARGENT TRUST COMPANY,"3838 OAK LAWN AVE., SUITE 1720",75219-4518,,,756280532,operating,['NYSE'],1231,,1,0,DALLAS,TX,TX,C/O ARGENT TRUST COMPANY,"3838 OAK LAWN AVE., SUITE 1720",75219-4518,01 Energy & Transportation,9729191360,6792,Oil Royalty Traders,TX,TX,['PBT']
SAN JUAN BASIN ROYALTY TRUST,0000319655,1994-02-14,DALLAS,TX,TX,C/O ARGENT TRUST COMPANY,"3838 OAK LAWN AVE, STE 1720",75219-4518,,,756279898,operating,['NYSE'],1231,,1,0,DALLAS,TX,TX,C/O ARGENT TRUST COMPANY,"3838 OAK LAWN AVE, STE 1720",75219-4518,01 Energy & Transportation,972-919-1353,6792,Oil Royalty Traders,TX,TX,['SJT']
"Coca-Cola Consolidated, Inc.",0000317540,1994-11-14,CHARLOTTE,NC,NC,4100 COCA COLA PLZ,,28211,Large accelerated filer,,560950585,operating,['Nasdaq'],1231,,1,0,CHARLOTTE,NC,NC,4100 COCA COLA PLZ,,28211,04 Manufacturing,9803928298,2086,Bottled & Canned Soft Drinks & Carbonated Waters,DE,DE,['COKE']
"Digital Turbine, Inc.",0000317788,1995-12-26,AUSTIN,TX,TX,111 NUECES STREET,,78701,Large accelerated filer,,222267658,operating,['Nasdaq'],0331,,1,0,AUSTIN,TX,TX,111 NUECES STREET,,78701,05 Real Estate & Construction,(512) 387-7717,6794,Patent Owners & Lessors,DE,DE,['APPS']
"NIKE, Inc.",0000320187,1995-01-20,BEAVERTON,OR,OR,ONE BOWERMAN DR,,97005-6453,Large accelerated filer,,930584541,operating,['NYSE'],0531,,1,0,BEAVERTON,OR,OR,ONE BOWERMAN DR,,97005-6453,04 Manufacturing,5036713173,3021,Rubber & Plastics Footwear,OR,OR,['NKE']
"LISATA THERAPEUTICS, INC.",0000320017,1995-11-24,BASKING RIDGE,NJ,NJ,110 ALLEN ROAD,SECOND FLOOR,07920,Non-accelerated filer<br>Smaller reporting company,,222343568,operating,['Nasdaq'],1231,,1,0,BASKING RIDGE,NJ,NJ,110 ALLEN ROAD,SECOND FLOOR,07920,03 Life Sciences,908-229-2590,2834,Pharmaceutical Preparations,DE,DE,['LSTA']
